CPUs;OpenMP;sd;error
2;2.2572758331222667;0.010493030423617069;0.004057086676330691
4;4.239966511057743;0.0771819938709615;0.029842097691981533
8;7.301989361889895;0.3134790618408327;0.12120537859497396
12;9.119026264101752;0.09814379865498317;0.037946892538443404
16;10.337992193222867;0.43364215005767887;0.16766593808158842
20;10.663515062055044;0.4830364909112394;0.18676405502901244
40;15.00616857508714;0.49597891630352436;0.19176819010711726
